,Unnamed: 0,title,price,enterprise,link
40,9,۶۰متر/دو خواب/جوانمرد,"۱,۵۲۰,۰۰۰,۰۰۰ تومان",آژانس املاک در سلامت,https://divar.ir/v/%DB%B6%DB%B0%D9%85%D8%AA%D8%B1-%D8%AF%D9%88-%D8%AE%D9%88%D8%A7%D8%A8-%D8%AC%D9%88%D8%A7%D9%86%D9%85%D8%B1%D8%AF_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%B3%D9%84%D8%A7%D9%85%D8%AA_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYZIZK2_
41,10,۶۳ متر دوخواب,"۱,۶۰۰,۰۰۰,۰۰۰ تومان",دیروز در اسکندری,https://divar.ir/v/%DB%B6%DB%B3-%D9%85%D8%AA%D8%B1-%D8%AF%D9%88%D8%AE%D9%88%D8%A7%D8%A8_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%A7%D8%B3%DA%A9%D9%86%D8%AF%D8%B1%DB%8C_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYcwrk4G
42,11,60 متر آپارتمان جیحون,"۱,۶۰۰,۰۰۰,۰۰۰ تومان",دیروز در جیحون,https://divar.ir/v/60-%D9%85%D8%AA%D8%B1-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AC%DB%8C%D8%AD%D9%88%D9%86_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%AC%DB%8C%D8%AD%D9%88%D9%86_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYDsjpVv
43,12,63 متر دو خواب - هلال احمر خ قدمی,"۱,۵۷۵,۰۰۰,۰۰۰ تومان",دیروز در گمرک,https://divar.ir/v/63-%D9%85%D8%AA%D8%B1-%D8%AF%D9%88-%D8%AE%D9%88%D8%A7%D8%A8-%D9%87%D9%84%D8%A7%D9%84-%D8%A7%D8%AD%D9%85%D8%B1-%D8%AE-%D9%82%D8%AF%D9%85%DB%8C_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%DA%AF%D9%85%D8%B1%DA%A9_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYnwkN_x
45,14,آپارتمان ۵۵ متری دوخواب شهرک مسعودیه,"۱,۵۴۰,۰۰۰,۰۰۰ تومان",دیروز در مسعودیه,https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B5%DB%B5-%D9%85%D8%AA%D8%B1%DB%8C-%D8%AF%D9%88%D8%AE%D9%88%D8%A7%D8%A8-%D8%B4%D9%87%D8%B1%DA%A9-%D9%85%D8%B3%D8%B9%D9%88%D8%AF%DB%8C%D9%87_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D9%85%D8%B3%D8%B9%D9%88%D8%AF%DB%8C%D9%87_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYUkMq4R
46,15,۶۳ متر ۲ خواب خوش نقشه,"۱,۶۵۰,۰۰۰,۰۰۰ تومان",مشاور املاک در نارمک,https://divar.ir/v/%DB%B6%DB%B3-%D9%85%D8%AA%D8%B1-%DB%B2-%D8%AE%D9%88%D8%A7%D8%A8-%D8%AE%D9%88%D8%B4-%D9%86%D9%82%D8%B4%D9%87_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D9%86%D8%A7%D8%B1%D9%85%DA%A9_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYoUQYRA
47,0,63 متر حیاط دار (خوش / کمیل ),"۱,۵۹۰,۰۰۰,۰۰۰ تومان",آژانس املاک در سلسبیل,https://divar.ir/v/63-%D9%85%D8%AA%D8%B1-%D8%AD%DB%8C%D8%A7%D8%B7-%D8%AF%D8%A7%D8%B1-%D8%AE%D9%88%D8%B4-%DA%A9%D9%85%DB%8C%D9%84-_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%B3%D9%84%D8%B3%D8%A8%DB%8C%D9%84_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYU4zxPd
48,1,62 متری سلسبیل سرمایه گذاری,"۱,۶۰۰,۰۰۰,۰۰۰ تومان",آژانس املاک در سلسبیل,https://divar.ir/v/62-%D9%85%D8%AA%D8%B1%DB%8C-%D8%B3%D9%84%D8%B3%D8%A8%DB%8C%D9%84-%D8%B3%D8%B1%D9%85%D8%A7%DB%8C%D9%87-%DA%AF%D8%B0%D8%A7%D8%B1%DB%8C_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%B3%D9%84%D8%B3%D8%A8%DB%8C%D9%84_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYUAEHyx
49,2,۶۰ متر خیابان خرمشهر شمالی نور نقشه,"۱,۵۳۰,۰۰۰,۰۰۰ تومان",آژانس املاک در سلامت,https://divar.ir/v/%DB%B6%DB%B0-%D9%85%D8%AA%D8%B1-%D8%AE%DB%8C%D8%A7%D8%A8%D8%A7%D9%86-%D8%AE%D8%B1%D9%85%D8%B4%D9%87%D8%B1-%D8%B4%D9%85%D8%A7%D9%84%DB%8C-%D9%86%D9%88%D8%B1-%D9%86%D9%82%D8%B4%D9%87_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%B3%D9%84%D8%A7%D9%85%D8%AA_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYQkFAN2
50,3,مخصوص کوچه عارف,"۱,۶۵۰,۰۰۰,۰۰۰ تومان",۲ هفته پیش در مخصوص,https://divar.ir/v/%D9%85%D8%AE%D8%B5%D9%88%D8%B5-%DA%A9%D9%88%DA%86%D9%87-%D8%B9%D8%A7%D8%B1%D9%81_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D9%85%D8%AE%D8%B5%D9%88%D8%B5_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYUEUw2N
51,4,57 متری اسکندری و آذربایجان,"۱,۵۵۰,۰۰۰,۰۰۰ تومان",آژانس املاک در اسکندری,https://divar.ir/v/57-%D9%85%D8%AA%D8%B1%DB%8C-%D8%A7%D8%B3%DA%A9%D9%86%D8%AF%D8%B1%DB%8C-%D9%88-%D8%A2%D8%B0%D8%B1%D8%A8%D8%A7%DB%8C%D8%AC%D8%A7%D9%86_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%A7%D8%B3%DA%A9%D9%86%D8%AF%D8%B1%DB%8C_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYUIk2d3
52,5,فروش اپارتمان ۶۰ متر سرمایه گذاری,"۱,۶۲۰,۰۰۰,۰۰۰ تومان",آژانس املاک در آذربایجان,https://divar.ir/v/%D9%81%D8%B1%D9%88%D8%B4-%D8%A7%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B6%DB%B0-%D9%85%D8%AA%D8%B1-%D8%B3%D8%B1%D9%85%D8%A7%DB%8C%D9%87-%DA%AF%D8%B0%D8%A7%D8%B1%DB%8C_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%A2%D8%B0%D8%B1%D8%A8%D8%A7%DB%8C%D8%AC%D8%A7%D9%86_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYCARRae
53,6,60متری فول امکانات/پارکینگ اصلی/2خوابه,"۱,۶۲۰,۰۰۰,۰۰۰ تومان",آژانس املاک در مشیریه,https://divar.ir/v/60%D9%85%D8%AA%D8%B1%DB%8C-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA-%D9%BE%D8%A7%D8%B1%DA%A9%DB%8C%D9%86%DA%AF-%D8%A7%D8%B5%D9%84%DB%8C-2%D8%AE%D9%88%D8%A7%D8%A8%D9%87_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D9%85%D8%B4%DB%8C%D8%B1%DB%8C%D9%87_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYUw0K3M
54,7,۶۰متر/دو‌خواب/آهنگ/تک واحدی,"۱,۵۴۰,۰۰۰,۰۰۰ تومان",مشاور املاک در آهنگ,https://divar.ir/v/%DB%B6%DB%B0%D9%85%D8%AA%D8%B1-%D8%AF%D9%88-%D8%AE%D9%88%D8%A7%D8%A8-%D8%A2%D9%87%D9%86%DA%AF-%D8%AA%DA%A9-%D9%88%D8%A7%D8%AD%D8%AF%DB%8C_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%A2%D9%87%D9%86%DA%AF_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYU4kZuL
55,8,۵۶ متر خیابان اجاره دار,"۱,۶۰۰,۰۰۰,۰۰۰ تومان",۲ هفته پیش در خواجه نظام الملک,https://divar.ir/v/%DB%B5%DB%B6-%D9%85%D8%AA%D8%B1-%D8%AE%DB%8C%D8%A7%D8%A8%D8%A7%D9%86-%D8%A7%D8%AC%D8%A7%D8%B1%D9%87-%D8%AF%D8%A7%D8%B1_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%AE%D9%88%D8%A7%D8%AC%D9%87-%D9%86%D8%B8%D8%A7%D9%85-%D8%A7%D9%84%D9%85%D9%84%DA%A9_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYU8IdW4
56,9,57 متری دو خوابه (شکوفه / پیروزی),"۱,۵۷۰,۰۰۰,۰۰۰ تومان",آژانس املاک در آهنگ,https://divar.ir/v/57-%D9%85%D8%AA%D8%B1%DB%8C-%D8%AF%D9%88-%D8%AE%D9%88%D8%A7%D8%A8%D9%87-%D8%B4%DA%A9%D9%88%D9%81%D9%87-%D9%BE%DB%8C%D8%B1%D9%88%D8%B2%DB%8C-_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%A2%D9%87%D9%86%DA%AF_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYUQZS3f
57,10,۶۲ متر ۲خواب ۱۰ ساله خیابان بهبودی,"۱,۵۰۰,۰۰۰,۰۰۰ تومان",آژانس املاک در فلاح,https://divar.ir/v/%DB%B6%DB%B2-%D9%85%D8%AA%D8%B1-%DB%B2%D8%AE%D9%88%D8%A7%D8%A8-%DB%B1%DB%B0-%D8%B3%D8%A7%D9%84%D9%87-%D8%AE%DB%8C%D8%A7%D8%A8%D8%A7%D9%86-%D8%A8%D9%87%D8%A8%D9%88%D8%AF%DB%8C_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D9%81%D9%84%D8%A7%D8%AD_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYUoKZ2n
58,11,۶۳ متر فول امکانات,"۱,۶۲۰,۰۰۰,۰۰۰ تومان",آژانس املاک در جیحون,https://divar.ir/v/%DB%B6%DB%B3-%D9%85%D8%AA%D8%B1-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%AC%DB%8C%D8%AD%D9%88%D9%86_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYJwvFg2
59,12,62 متر 20 متر حیاط قسمت دلالی,"۱,۶۰۰,۰۰۰,۰۰۰ تومان",آژانس املاک در سلسبیل,https://divar.ir/v/62-%D9%85%D8%AA%D8%B1-20-%D9%85%D8%AA%D8%B1-%D8%AD%DB%8C%D8%A7%D8%B7-%D9%82%D8%B3%D9%85%D8%AA-%D8%AF%D9%84%D8%A7%D9%84%DB%8C_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%B3%D9%84%D8%B3%D8%A8%DB%8C%D9%84_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYVYa6mZ
60,13,63 متر دو خواب با اسانسور تک واحد,"۱,۵۱۳,۰۰۰,۰۰۰ تومان",مشاور املاک در مهرآباد جنوبی,https://divar.ir/v/63-%D9%85%D8%AA%D8%B1-%D8%AF%D9%88-%D8%AE%D9%88%D8%A7%D8%A8-%D8%A8%D8%A7-%D8%A7%D8%B3%D8%A7%D9%86%D8%B3%D9%88%D8%B1-%D8%AA%DA%A9-%D9%88%D8%A7%D8%AD%D8%AF_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D9%85%D9%87%D8%B1%D8%A2%D8%A8%D8%A7%D8%AF-%D8%AC%D9%86%D9%88%D8%A8%DB%8C_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYUEHSGS
61,14,آپارتمان۶۲متری/خیابان خوش جنوبی,"۱,۶۲۰,۰۰۰,۰۰۰ تومان",آژانس املاک در سلسبیل,https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86%DB%B6%DB%B2%D9%85%D8%AA%D8%B1%DB%8C-%D8%AE%DB%8C%D8%A7%D8%A8%D8%A7%D9%86-%D8%AE%D9%88%D8%B4-%D8%AC%D9%86%D9%88%D8%A8%DB%8C_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%B3%D9%84%D8%B3%D8%A8%DB%8C%D9%84_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYQMLKwn
62,15,۵۵متر دوخواب(قصرالدشت بالای سپه),"۱,۵۴۰,۰۰۰,۰۰۰ تومان",آژانس املاک در سلسبیل,https://divar.ir/v/%DB%B5%DB%B5%D9%85%D8%AA%D8%B1-%D8%AF%D9%88%D8%AE%D9%88%D8%A7%D8%A8-%D9%82%D8%B5%D8%B1%D8%A7%D9%84%D8%AF%D8%B4%D8%AA-%D8%A8%D8%A7%D9%84%D8%A7%DB%8C-%D8%B3%D9%BE%D9%87-_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%B3%D9%84%D8%B3%D8%A8%DB%8C%D9%84_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYVcuXWJ
63,16,58متر/فول امکانات/تکواحدی,"۱,۵۳۷,۰۰۰,۰۰۰ تومان",آژانس املاک در بیسیم,https://divar.ir/v/58%D9%85%D8%AA%D8%B1-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA-%D8%AA%DA%A9%D9%88%D8%A7%D8%AD%D8%AF%DB%8C_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%A8%DB%8C%D8%B3%DB%8C%D9%85_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYV8-8GR
64,17,۶۱متر با پارکینگ سندی آذری انتخاب نهایی سخت پسندان,"۱,۵۵۰,۰۰۰,۰۰۰ تومان",آژانس املاک در امامزاده حسن(ع),https://divar.ir/v/%DB%B6%DB%B1%D9%85%D8%AA%D8%B1-%D8%A8%D8%A7-%D9%BE%D8%A7%D8%B1%DA%A9%DB%8C%D9%86%DA%AF-%D8%B3%D9%86%D8%AF%DB%8C-%D8%A2%D8%B0%D8%B1%DB%8C-%D8%A7%D9%86%D8%AA%D8%AE%D8%A7%D8%A8-%D9%86%D9%87%D8%A7%DB%8C%DB%8C-%D8%B3%D8%AE%D8%AA-%D9%BE%D8%B3%D9%86%D8%AF%D8%A7%D9%86_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%A7%D9%85%D8%A7%D9%85%D8%B2%D8%A7%D8%AF%D9%87-%D8%AD%D8%B3%D9%86-%D8%B9-_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYSodgC4
65,0,اپارتمان ۵۷متر ۲ خواب گرگان/سلمان فارسی /مدنی,"۱,۵۸۰,۰۰۰,۰۰۰ تومان",مشاور املاک در گرگان,https://divar.ir/v/%D8%A7%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B5%DB%B7%D9%85%D8%AA%D8%B1-%DB%B2-%D8%AE%D9%88%D8%A7%D8%A8-%DA%AF%D8%B1%DA%AF%D8%A7%D9%86-%D8%B3%D9%84%D9%85%D8%A7%D9%86-%D9%81%D8%A7%D8%B1%D8%B3%DB%8C-%D9%85%D8%AF%D9%86%DB%8C_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%DA%AF%D8%B1%DA%AF%D8%A7%D9%86_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYJodWTR
67,2,۶۰متر کمیل کوچه کرمی,"۱,۶۰۰,۰۰۰,۰۰۰ تومان",آژانس املاک در جیحون,https://divar.ir/v/%DB%B6%DB%B0%D9%85%D8%AA%D8%B1-%DA%A9%D9%85%DB%8C%D9%84-%DA%A9%D9%88%DA%86%D9%87-%DA%A9%D8%B1%D9%85%DB%8C_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%AC%DB%8C%D8%AD%D9%88%D9%86_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYVIotMi
68,3,۵۵ متر خیابان کمیل بین قصرلدشت و خوش,"۱,۵۹۰,۰۰۰,۰۰۰ تومان",آژانس املاک در سلسبیل,https://divar.ir/v/%DB%B5%DB%B5-%D9%85%D8%AA%D8%B1-%D8%AE%DB%8C%D8%A7%D8%A8%D8%A7%D9%86-%DA%A9%D9%85%DB%8C%D9%84-%D8%A8%DB%8C%D9%86-%D9%82%D8%B5%D8%B1%D9%84%D8%AF%D8%B4%D8%AA-%D9%88-%D8%AE%D9%88%D8%B4_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%B3%D9%84%D8%B3%D8%A8%DB%8C%D9%84_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYVE6C0D
69,4,59 متر دو خواب طبقه اول تک واحدی,"۱,۵۷۰,۰۰۰,۰۰۰ تومان",آژانس املاک در سلسبیل,https://divar.ir/v/59-%D9%85%D8%AA%D8%B1-%D8%AF%D9%88-%D8%AE%D9%88%D8%A7%D8%A8-%D8%B7%D8%A8%D9%82%D9%87-%D8%A7%D9%88%D9%84-%D8%AA%DA%A9-%D9%88%D8%A7%D8%AD%D8%AF%DB%8C_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%B3%D9%84%D8%B3%D8%A8%DB%8C%D9%84_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYdU4oGL
70,5,۶۰متر۲خواب/تکواحدی/براصلی /جی سبحانی,"۱,۵۵۰,۰۰۰,۰۰۰ تومان",آژانس املاک در جی,https://divar.ir/v/%DB%B6%DB%B0%D9%85%D8%AA%D8%B1%DB%B2%D8%AE%D9%88%D8%A7%D8%A8-%D8%AA%DA%A9%D9%88%D8%A7%D8%AD%D8%AF%DB%8C-%D8%A8%D8%B1%D8%A7%D8%B5%D9%84%DB%8C-%D8%AC%DB%8C-%D8%B3%D8%A8%D8%AD%D8%A7%D9%86%DB%8C_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%AC%DB%8C_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYc0mS6S
74,9,۵۶متر دوخواب/۱۰مترپاسیو(امام خمینی) نایاب,"۱,۶۳۰,۰۰۰,۰۰۰ تومان",آژانس املاک در سلسبیل,https://divar.ir/v/%DB%B5%DB%B6%D9%85%D8%AA%D8%B1-%D8%AF%D9%88%D8%AE%D9%88%D8%A7%D8%A8-%DB%B1%DB%B0%D9%85%D8%AA%D8%B1%D9%BE%D8%A7%D8%B3%DB%8C%D9%88-%D8%A7%D9%85%D8%A7%D9%85-%D8%AE%D9%85%DB%8C%D9%86%DB%8C-%D9%86%D8%A7%DB%8C%D8%A7%D8%A8_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%B3%D9%84%D8%B3%D8%A8%DB%8C%D9%84_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYd09lIF
75,10,۵۷متر۲خواب همکف/۸متر پاسیوبدون مشابه رودکی سپه,"۱,۶۳۰,۰۰۰,۰۰۰ تومان",آژانس املاک در سلسبیل,https://divar.ir/v/%DB%B5%DB%B7%D9%85%D8%AA%D8%B1%DB%B2%D8%AE%D9%88%D8%A7%D8%A8-%D9%87%D9%85%DA%A9%D9%81-%DB%B8%D9%85%D8%AA%D8%B1-%D9%BE%D8%A7%D8%B3%DB%8C%D9%88%D8%A8%D8%AF%D9%88%D9%86-%D9%85%D8%B4%D8%A7%D8%A8%D9%87-%D8%B1%D9%88%D8%AF%DA%A9%DB%8C-%D8%B3%D9%BE%D9%87_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%B3%D9%84%D8%B3%D8%A8%DB%8C%D9%84_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYWQtjws
76,11,فروش آپارتمان/فول بازسازی/خوش نقشه/فول,"۱,۵۵۰,۰۰۰,۰۰۰ تومان",آژانس املاک در هفت چنار,https://divar.ir/v/%D9%81%D8%B1%D9%88%D8%B4-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D9%81%D9%88%D9%84-%D8%A8%D8%A7%D8%B2%D8%B3%D8%A7%D8%B2%DB%8C-%D8%AE%D9%88%D8%B4-%D9%86%D9%82%D8%B4%D9%87-%D9%81%D9%88%D9%84_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D9%87%D9%81%D8%AA-%DA%86%D9%86%D8%A7%D8%B1_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYek_emn
78,13,آپارتمان55متر دوخواب پارکینگ دار,"۱,۵۷۰,۰۰۰,۰۰۰ تومان",مشاور املاک در نازی‌آباد,https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%8655%D9%85%D8%AA%D8%B1-%D8%AF%D9%88%D8%AE%D9%88%D8%A7%D8%A8-%D9%BE%D8%A7%D8%B1%DA%A9%DB%8C%D9%86%DA%AF-%D8%AF%D8%A7%D8%B1_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D9%86%D8%A7%D8%B2%DB%8C-%D8%A2%D8%A8%D8%A7%D8%AF_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYew_Tui
